SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																								
#MM2 aggiornato alla 3.5																																																																										
																																																																										
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells										
Loxo		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	MOVE:Swim,30	FACE:5	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Loxos|Common		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2			MONCSKILL:Climb|Listen|Spot|Survival			AUTO:WEAPONPROF|Morningstar|Javelin						LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Rage	ABILITY:Special Ability|AUTOMATIC|Trample								MONSTERCLASS:Monstrous Humanoid:5	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM2		BONUS:VAR|RageTimes|1									
Marrash			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,70	FACE:5	REACH:5			PREALIGN:LE	AUTO:LANG|Common|Infernal		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Jump|Knowledge (The Planes)|Listen|Search|Spot|Tumble			AUTO:WEAPONPROF|Longbow						LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Disease	ABILITY:Special Ability|AUTOMATIC|Double Bowfire	ABILITY:Special Ability|AUTOMATIC|Taklif Arrow	ABILITY:Special Ability|AUTOMATIC|Scent						MONSTERCLASS:Outsider:7	RACETYPE:Outsider	RACESUBTYPE:Lawful|Evil	TYPE:Outsider					HITDICEADVANCEMENT:12	LEVELADJUSTMENT:6	CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Protection from Arrows	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4								
Meenlock			STARTFEATS:1	SIZE:T	MOVE:Walk,20	FACE:2.5	REACH:0	VISION:Darkvision (60')		PREALIGN:LE	AUTO:LANG|Telepathy								BONUS:STAT|STR|-4	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Hide|Listen|Move Silently|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d2		ABILITY:Special Ability|AUTOMATIC|Fear Aura|Meenlock Fear Aura	ABILITY:Special Ability|AUTOMATIC|Meenlock Transformation	ABILITY:Special Ability|AUTOMATIC|Paralysis (Ex)	ABILITY:Special Ability|AUTOMATIC|Rend Mind	ABILITY:Special Ability|AUTOMATIC|Dimension Door	ABILITY:Special Ability|AUTOMATIC|Telepathy				MONSTERCLASS:Aberration:4	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:6,8	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:MM2		BONUS:VAR|TelepathyRange|300									
Megalodon			STARTFEATS:1	SIZE:G	MOVE:Swim,120	FACE:20	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2				MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Keen Scent							MONSTERCLASS:Animal:24	RACETYPE:Animal	RACESUBTYPE:Aquatic	TYPE:Animal					HITDICEADVANCEMENT:48,72		CR:11	SOURCEPAGE:MM2	BONUS:VAR|KeenScentRange|180|TYPE=Base	BONUS:VAR|KeenScentBloodRadius|1|TYPE=Base									
Megapede				SIZE:C	MOVE:Walk,80,Burrow,20	FACE:35	REACH:10	VISION:Tremorsense (120')		PREALIGN:TN			BONUS:COMBAT|AC|18|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|32	BONUS:STAT|DEX|-4	BONUS:STAT|CON|16		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6												LEGS:120	HANDS:5				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*5,2d8	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6	ABILITY:Special Ability|AUTOMATIC|Poison						SR:31	DR:15/Magic and Adamantine		MONSTERCLASS:Vermin:32	RACETYPE:Vermin		TYPE:Vermin	TEMPLATE:Mindless				HITDICEADVANCEMENT:64		CR:20	SOURCEPAGE:MM2											
Moonbeast			STARTFEATS:1	SIZE:H	MOVE:Walk,30,Climb,10	FACE:15	REACH:15	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Search,Spot|4|TYPE=Racial				BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|8			MONCSKILL:Climb|Listen|Search|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d6	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8	ABILITY:Special Ability|AUTOMATIC|Bite	ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Fear Aura|Moonbeast Fear Aura	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|All-Around Vision		SR:22			MONSTERCLASS:Aberration:18	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:27,36		CR:16	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Dispel Magic|Fog Cloud|Invisibility (Greater)|Lightning Bolt	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Chain Lightning|Cloudkill|Disintegrate|Evard's Black Tentacles|Fireball|Ice Storm|Mirror Image|Summon Monster VI	ABILITY:Special Ability|AUTOMATIC|Constrict								
Mooncalf			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,150	FACE:10	REACH:10	VISION:Blindsight (100')|Keen Senses		PREALIGN:NE	AUTO:LANG|Telepathy		BONUS:COMBAT|AC|13|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|14	BONUS:STAT|INT|10	BONUS:STAT|WIS|10				MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Knowledge (History)|Listen|Spellcraft|Spot					VFEAT:Iron Will|Lightning Reflexes|Toughness				LEGS:0	HANDS:8				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6|Tentacle Arm,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,1d6	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6	ABILITY:Special Ability|AUTOMATIC|Bite	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Keen Senses	ABILITY:Special Ability|AUTOMATIC|Telepathy				DR:10/Magic		MONSTERCLASS:Magical Beast:15	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,27,60		CR:10	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Call Lightning|Control Weather|Control Winds|Dominate Animal|Magic Fang (Greater)|Protection from Energy|Quench|Resist Energy	BONUS:VAR|TelepathyRange|100									
Moonrat			STARTFEATS:1	SIZE:T	MOVE:Walk,15,Climb,15	FACE:2.5	REACH:0	VISION:Darkvision (60')|Low-light		PREALIGN:LE,NE,CE					BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial	BONUS:SKILL|Balance|8|TYPE=Racial	BONUS:SKILL|Climb|max(STR,DEX)-STR		BONUS:STAT|STR|-8	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8			MONCSKILL:Balance|Climb|Hide|Move Silently					VFEAT:Weapon Finesse				LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Lunar Mind	ABILITY:Special Ability|AUTOMATIC|Scent								MONSTERCLASS:Magical Beast:1	RACETYPE:Magical Beast		TYPE:Magical Beast							CR:1/4	SOURCEPAGE:MM2	ABILITY:SPECIAL Ability|AUTOMATIC|Uncanny Dodge ~ Base	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK	BONUS:VAR|UncannyDodgeLevel|1								
Morkoth			STARTFEATS:1	SIZE:M	MOVE:Swim,50	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Hide|Knowledge (Arcana)|Listen|Spellcraft|Spot|Swim					VFEAT:Skill Focus(Hide)				LEGS:0	HANDS:4				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Hypnosis	ABILITY:Special Ability|AUTOMATIC|Spell Reflection								MONSTERCLASS:Aberration:7	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration					HITDICEADVANCEMENT:14,21	LEVELADJUSTMENT:3	CR:5	SOURCEPAGE:MM2											
Mudmaw			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Swim,30	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Hide|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Scent	ABILITY:Special Ability|AUTOMATIC|Mudmaw Skills		SR:18	DR:10/Magic		MONSTERCLASS:Magical Beast:8	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:16,24		CR:7	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Slow|Soften Earth and Stone|Water Walk	ABILITY:Special Ability|AUTOMATIC|Constrict									
Myconid (Junior Worker)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:T	MOVE:Walk,20	FACE:2.5	REACH:0												BONUS:STAT|STR|-2	BONUS:STAT|DEX|4		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Knowledge (Nature)|Listen|Profession (Farmer)|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d3											MONSTERCLASS:Plant:1	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant						LEVELADJUSTMENT:2	CR:1/2	SOURCEPAGE:MM2											
Myconid (Average Worker)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5													BONUS:STAT|DEX|4	BONUS:STAT|CON|2		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Knowledge (Nature)|Listen|Profession (Farmer)|Sense Motive|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d4											MONSTERCLASS:Plant:2	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant						LEVELADJUSTMENT:2	CR:1	SOURCEPAGE:MM2											
Myconid (Elder Worker)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:M	MOVE:Walk,20	FACE:5	REACH:5						BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|2	BONUS:STAT|CON|2		BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Knowledge (Nature)|Listen|Profession (Farmer)|Sense Motive|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6	NATURALATTACKS:Spore,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,0										MONSTERCLASS:Plant:3	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant						LEVELADJUSTMENT:3	CR:2	SOURCEPAGE:MM2											
Myconid (Guard)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:M	MOVE:Walk,20	FACE:5	REACH:5						BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|2	BONUS:STAT|CON|4		BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Intimidate|Knowledge (Nature)|Listen|Profession (Farmer)|Sense Motive|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6	NATURALATTACKS:Spore,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,0										MONSTERCLASS:Plant:4	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant						LEVELADJUSTMENT:4	CR:4	SOURCEPAGE:MM2											
Myconid (Circle Leader)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:L	MOVE:Walk,20	FACE:10	REACH:10						BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|6		BONUS:STAT|WIS|6	BONUS:STAT|CHA|4			MONCSKILL:Diplomacy|Intimidate|Knowledge (Nature)|Listen|Profession (Farmer)|Sense Motive|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8	NATURALATTACKS:Spore,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,0										MONSTERCLASS:Plant:5	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant						LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:MM2											
Myconid (Sovereign)	OUTPUTNAME:[NAME] Myconid		STARTFEATS:1	SIZE:L	MOVE:Walk,20	FACE:10	REACH:10						BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Intimidate|Knowledge (Nature)|Listen|Move Silently|Profession (Farmer)|Profession (Herbalist)|Sense Motive|Spot|Survival					VFEAT:Brew Potion				LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8	NATURALATTACKS:Spore,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,0	ABILITY:Special Ability|AUTOMATIC|Potion Making									MONSTERCLASS:Plant:6	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant					HITDICEADVANCEMENT:12,18	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2											
Needlefolk			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:TN	AUTO:LANG|Sylvan		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6			MONCSKILL:Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Needles,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,1d12	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4	ABILITY:Special Ability|AUTOMATIC|Needlefolk Skills									MONSTERCLASS:Plant:3	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:9	LEVELADJUSTMENT:1	CR:2	SOURCEPAGE:MM2											
Neogi (Spawn)	OUTPUTNAME:Neogi [NAME]		STARTFEATS:1	SIZE:T	MOVE:Walk,20,Climb,20	FACE:2.5	REACH:0	VISION:Darkvision (60')									BONUS:VAR|PoisonDC|5|TYPE=Racial		BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-8			MONCSKILL:Balance|Climb|Jump|Move Silently									LEGS:6	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3											MONSTERCLASS:Aberration:1	RACETYPE:Aberration	RACESUBTYPE:Neogi	TYPE:Aberration							CR:1/4	SOURCEPAGE:MM2											
Neogi (Adult)	OUTPUTNAME:[NAME] Neogi	FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:S	MOVE:Walk,30,Climb,20	FACE:5	REACH:5	VISION:Darkvision (60')					BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE				BONUS:VAR|PoisonDC|3|TYPE=Racial		BONUS:STAT|STR|-4	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Balance|Climb|Disable Device|Intimidate|Jump|Move Silently			AUTO:WEAPONPROF|Crossbow (Light)		VFEAT:Simple Weapon Proficiency|Weapon Finesse				LEGS:6	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3		ABILITY:Special Ability|AUTOMATIC|Enslave									MONSTERCLASS:Aberration:5	RACETYPE:Aberration	RACESUBTYPE:Neogi	TYPE:Aberration						LEVELADJUSTMENT:5	CR:4	SOURCEPAGE:MM2											
Neogi (Great Old Master)	OUTPUTNAME:[NAME] Neogi			SIZE:H	MOVE:Walk,20	FACE:10	REACH:10			PREALIGN:TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE				BONUS:VAR|PoisonDC|-3|TYPE=Racial			BONUS:STAT|DEX|-2	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|-10												LEGS:6	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Spit Spawn									MONSTERCLASS:Vermin:5	RACETYPE:Vermin	RACESUBTYPE:Neogi	TYPE:Vermin	TEMPLATE:Mindless						CR:6	SOURCEPAGE:MM2											
Nethersight Mastiff			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light			AUTO:LANG|Common		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Jump|Listen|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Wrenching Attack	ABILITY:Special Ability|AUTOMATIC|Ethereal Bite	ABILITY:Special Ability|AUTOMATIC|Scent	ABILITY:Special Ability|AUTOMATIC|True Seeing	ABILITY:Special Ability|AUTOMATIC|Nethersight Mastiff Skills				MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:MM2											
Nightmare Beast			STARTFEATS:1	SIZE:H	MOVE:Walk,30	FACE:15	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:CE	AUTO:LANG|Abyssal		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2				MONCSKILL:Jump|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Tusk,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Nightmares	ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Augmented Critical ~ Nightmare Beast				SR:20	DR:15/Magic		MONSTERCLASS:Magical Beast:15	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:30,45		CR:15	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=2|CASTERLEVEL=10|Chain Lightning|Cloudkill|Dimension Door|Disintegrate|Dispel Magic|Fireball|Heat Metal|Incendiary Cloud|Lightning Bolt|Summon Monster V|Wall of Fire			BONUS:WEAPONPROF=Tusk|CRITRANGEDOUBLE|1	BONUS:WEAPONPROF=Claw|CRITRANGEDOUBLE|1	BONUS:WEAPONPROF=Bite|CRITRANGEDOUBLE|1					
Nimblewright			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5			PREALIGN:CG,CN,CE	AUTO:LANG|Common|Elven|Dwarven		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|14			BONUS:STAT|WIS|6	BONUS:STAT|CHA|8			MONCSKILL:Balance|Jump|Tumble					VFEAT:Combat Expertise|Combat Reflexes				LEGS:2	HANDS:2				NATURALATTACKS:Rapier-hand,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6		ABILITY:Special Ability|AUTOMATIC|Tripping Thrust	ABILITY:Special Ability|AUTOMATIC|Augmented Critical ~ Nimblewright					SR:27			MONSTERCLASS:Construct:10	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Alter Self|Cat's Grace|Entropic Shield|Feather Fall|Haste										
Ocean Strider		FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,50,Swim,60	FACE:15	REACH:15	VISION:Low-Light		PREALIGN:CN	AUTO:LANG|Common|Elven|Aquan		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|12	BONUS:STAT|CHA|4			MONCSKILL:Hide|Intimidate|Jump|Knowledge (Nature)|Listen|Search|Spot|Survival|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Frightful Presence	ABILITY:Special Ability|AUTOMATIC|Ramming	ABILITY:Special Ability|AUTOMATIC|Amphibious	ABILITY:Special Ability|AUTOMATIC|Water Breathing	ABILITY:Special Ability|AUTOMATIC|Water Walk		SR:28	DR:15/Cold Iron		MONSTERCLASS:Fey:30	RACETYPE:Fey	RACESUBTYPE:Aquatic	TYPE:Fey							CR:18	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=6|CASTERLEVEL=20|Control Water|Fog Cloud|Ice Storm|Obscuring Mist	SPELLS:Innate|TIMES=5|CASTERLEVEL=20|Acid Fog|Cone of Cold|Elemental Swarm|Horrid Wilting|Summon Nature's Ally IX	BONUS:VAR|FrightfulPresRange|100								
Orcwort (Wortling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,30,Climb,15	FACE:5	REACH:5			PREALIGN:TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3		ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Swarming	ABILITY:Special Ability|AUTOMATIC|Plantmind					DR:5/Bludgeoning or Slashing		MONSTERCLASS:Plant:3	RACETYPE:Plant	RACESUBTYPE:Orcwort	TYPE:Plant					HITDICEADVANCEMENT:9		CR:3	SOURCEPAGE:MM2											
