SOURCELONG:Fiend Folio	SOURCESHORT:FFo	SOURCEWEB:http://www.gozzilioni.net																																																																										
																																																																												
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	FACE:	REACH:	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|			ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells												
Planetouched (Mechanatrix)	OUTPUTNAME:[NAME]	FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common		BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Spot|2|TYPE=Racial	BONUS:SKILL|Knowledge (Architecture and Engineering)|4|TYPE=Racial				BONUS:STAT|DEX|-2	BONUS:STAT|CON|2	BONUS:STAT|INT|2		BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Shocking Grasp (Sp)	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold|Electricity Healing|Resistance To Fire									RACETYPE:Outsider	RACESUBTYPE:Native	TYPE:Outsider						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FFo		DEFINE:ShockingGraspPerDay|1	DEFINE:ShockingGraspLVL|max(1,TL)	DEFINE:ColdResistanceBonus|6	DEFINE:FireResistanceBonus|5								
Planetouched (Shyft)	OUTPUTNAME:[NAME]	FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')|Low-Light			AUTO:LANG|Common				BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial				BONUS:STAT|STR|-2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2												LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Resistance To Cold|Ethereal Jaunt (Sp)|Resistance To Fire|Resistance To Sonic									RACETYPE:Outsider	RACESUBTYPE:Native	TYPE:Outsider						LEVELADJUSTMENT:3	CR:1	SOURCEPAGE:FFo		DEFINE:ColdResistanceBonus|5	DEFINE:EtherealJauntPerDay|1	DEFINE:EtherealJauntLVL|max(9,TL)	DEFINE:FireResistanceBonus|5	DEFINE:SonicResistanceBonus|5							
Planetouched (Wispling)	OUTPUTNAME:[NAME]	FAVCLASS:Rogue	STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5	VISION:Darkvision (240')|Low-Light			AUTO:LANG|Common				BONUS:SKILL|Climb,Jump,Listen,Move Silently|2|TYPE=Racial				BONUS:STAT|STR|-2	BONUS:STAT|DEX|4		BONUS:STAT|INT|2														LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Change Shape (Minor)|Halfling Morale									RACETYPE:Outsider	RACESUBTYPE:Native	TYPE:Outsider						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FFo		BONUS:CHECKS|Fortitude,Reflex,Will|1|TYPE=Racial	BONUS:COMBAT|TOHIT.Thrown,TOHIT.Sling|1|TYPE=Racial										
Quth Maren	OUTPUTNAME:Quth-Maren		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6	BONUS:STAT|DEX|2		BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4												LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning.Acid,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Caustic Blood|Basic Turning|Rebuke Undead|Horrifying Gaze|Spit Acid	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|Resistance To Electricity|Fast Healing|Resistance To Fire|Turn Resistance								MONSTERCLASS:Undead:10	RACETYPE:Undead		TYPE:Undead							CR:7	SOURCEPAGE:FFo		BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|5|TYPE=Level.REPLACE	BONUS:VAR|TurnTimesBase|3+CHA|TYPE=Base	BONUS:VAR|TurnCheckBase|CHA|TYPE=Base	DEFINE:ElectricityResistanceBonus|15	DEFINE:FastHealing|4	DEFINE:FireResistanceBonus|15	DEFINE:TurnResistBonus|2					
Rilmani (Aurumach)	OUTPUTNAME:Rilmani, [NAME]	FAVCLASS:Cleric	STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:10			PREALIGN:TN	AUTO:LANG|Abyssal|Celestial|Draconic|Infernal|Sylvan		BONUS:COMBAT|AC|14|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|14	BONUS:STAT|CHA|16			MONCSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|Diplomacy|Listen|Search|Sense Motive|Spellcraft|Spot|Survival		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium|ARMORTYPE=Heavy	AUTO:WEAPONPROF|Halberd	AUTO:EQUIP|Rilmani Aurumach Full Plate|Rilmani Aurumach Halberd					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Antithesis|Summon Rilmani ~ Aurumach	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Summon Armor|Summon Weapon					SR:30	DR:15/Good or Evil or Lawful or Chaoric		MONSTERCLASS:Outsider:16	RACETYPE:Outsider	RACESUBTYPE:Rilmani|Extraplanar	TYPE:Outsider					HITDICEADVANCEMENT:32,48	LEVELADJUSTMENT:9	CR:7	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=17|Charm Monster,13+CHA|Cone of Cold,15+CHA|Dispel Magic (Greater)|Magic Circle against Chaos|Magic Circle against Evil|Magic Circle against Good|Magic Circle against Law|Magic Missile|Suggestion (Mass),15+CHA|Teleport (Greater),17+CHA	DEFINE:RilmaniCasterLVL|17	DEFINE:FastHealing|5										
Rilmani (Cuprilach)	OUTPUTNAME:Rilmani, [NAME]	FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:5			PREALIGN:TN	AUTO:LANG|Abyssal|Celestial|Infernal		BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|8	BONUS:STAT|DEX|14	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12			MONCSKILL:Balance|Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Forgery|Gather Information|Hide|Intimidate|Jump|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Tumble			AUTO:WEAPONPROF|Rapier|Longbow	AUTO:EQUIP|Rilmani Cuprilach Rapier|Rilmani Cuprilach Longbow					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Summon Rilmani ~ Cuprilach|Swift Strikes	ABILITY:Special Ability|AUTOMATIC|Hide in Plain Sight (Su)|Trap Sense Ability|Uncanny Dodge ~ Base			ABILITY:Special Ability|AUTOMATIC|Cuprilach Skills		SR:25	DR:10/Good or Evil or Lawful or Chaoric		MONSTERCLASS:Outsider:12	RACETYPE:Outsider	RACESUBTYPE:Rilmani|Extraplanar	TYPE:Outsider					HITDICEADVANCEMENT:24,36	LEVELADJUSTMENT:5	CR:12	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Detect Thoughts,12+CHA|Knock|Locate Creature|Acid Arrow|Misdirection,12+CHA|See Invisibility	DEFINE:RilmaniCasterLVL|12	DEFINE:SneakAttackDice|3	DEFINE:TrapSenseBonus|2	BONUS:VAR|UncannyDodgeLevel|2	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK	SPELLS:Innate|TIMES=3|CASTERLEVEL=12|Dimension Door|Enervation|Mislead,15+CHA|Poison,13+CHA						
Rilmani (Ferrumach)	OUTPUTNAME:Rilmani, [NAME]	FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:TN	AUTO:LANG|Sylvan		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|20			MONCSKILL:Climb|Concentration|Diplomacy|Escape Artist|Intimidate|Listen|Profession (Soldier)|Ride|Search|Sense Motive|Spot|Survival|Use Rope	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy	AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium|ARMORTYPE=Heavy	AUTO:WEAPONPROF|Lance|Battleaxe	AUTO:EQUIP|Rilmani Ferrumach Full Plate|Rilmani Ferrumach Shield|Rilmani Ferrumach Battleaxe	AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)|Armor Proficiency (Heavy)|Shield Proficiency				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Fear Aura|Summon Rilmani ~ Ferrumach						SR:20	DR:10/Good or Evil or Lawful or Chaoric		MONSTERCLASS:Outsider:8	RACETYPE:Outsider	RACESUBTYPE:Rilmani|Extraplanar	TYPE:Outsider					HITDICEADVANCEMENT:16,24	LEVELADJUSTMENT:5	CR:9	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Blur|Command,11+CHA|Obscuring Mist|See Invisibility|Silence,12+CHA	DEFINE:RilmaniCasterLVL|9	DEFINE:FearAuraDC|10+(HD/2)+CHA	DEFINE:FearAuraRadius|15	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Cure Moderate Wounds,12+CHA|Dispel Magic|Ice Storm|Phantom Steed								
Rukanyr			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,20	FACE:10	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Common		BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|10	BONUS:STAT|DEX|-4	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|-8	BONUS:STAT|CHA|-8			MONCSKILL:Climb|Listen|Search|Spot									LEGS:10	HANDS:10				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,3d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*6,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*3,1d8		ABILITY:Special Ability|AUTOMATIC|Poison|Stunning Strike|Sundering Roar	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Reflexive Sunder|Immunity to Sonic|Stability								MONSTERCLASS:Aberration:7	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:14,21,28,*		CR:9	SOURCEPAGE:FFo		DEFINE:FastHealing|5											
Sarkrith (Spelleater)	OUTPUTNAME:Sarkrith, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')		PREALIGN:LE	AUTO:LANG|Common|Draconic|Infernal		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|8	BONUS:STAT|CON|18	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Jump|Search|Spot|Survival	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy	AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium	AUTO:WEAPONPROF|Longsword|Longbow		AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)|Shield Proficiency				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Dispelling Ray	ABILITY:Special Ability|AUTOMATIC|Spell Absorption (Su)					SR:25			MONSTERCLASS:Monstrous Humanoid:15	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Sarkrith	TYPE:Monstrous Humanoid							CR:13	SOURCEPAGE:FFo													
Sarkrith (Thane)	OUTPUTNAME:Sarkrith, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')		PREALIGN:LE	AUTO:LANG|Common|Infernal		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16		BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2			MONCSKILL:Climb|Jump|Survival	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy	AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium|ARMORTYPE=Heavy			AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)|Armor Proficiency (Heavy)|Shield Proficiency				LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Adaptive Resistance|Adrenaline Boost|Antimagic Field|Resist Blows					SR:23			MONSTERCLASS:Monstrous Humanoid:11	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Sarkrith	TYPE:Monstrous Humanoid							CR:11	SOURCEPAGE:FFo		DEFINE:AdaptiveResistanceBonus|10	DEFINE:AdrenalineBoostPerDay|CON										
Sea Drake			STARTFEATS:1	SIZE:G	MOVE:Walk,15,Swim,60	FACE:20	REACH:15						BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|24		BONUS:STAT|CON|10		BONUS:STAT|WIS|2	BONUS:STAT|CHA|8			MONCSKILL:Appraise|Knowledge (Local)|Knowledge (Nature)|Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8|Tail Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Constrict Ship|Crushing Blow|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Ink Cloud|Regeneration			ABILITY:Special Ability|AUTOMATIC|Sea Drake Skills					MONSTERCLASS:Dragon:12	RACETYPE:Dragon	RACESUBTYPE:Aquatic	TYPE:Dragon					HITDICEADVANCEMENT:36		CR:15	SOURCEPAGE:FFo		DEFINE:RegenerationRate|2											
Selkie		FAVCLASS:Bard	STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,90	FACE:5	REACH:5				AUTO:LANG|Aquan|Common		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-2	BONUS:STAT|DEX|2		BONUS:STAT|INT|2		BONUS:STAT|CHA|2			MONCSKILL:TYPE.Craft|Listen|Perform (Chant)|Perform (Sing)|Perform (Melody)|Perform (Storytelling)|Perform (Ode)|Spot|Swim		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium	AUTO:WEAPONPROF|Longsword		AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)				LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6			ABILITY:Special Ability|AUTOMATIC|Alternate Form			ABILITY:Special Ability|AUTOMATIC|Selkie Skills					MONSTERCLASS:Humanoid:3	RACETYPE:Humanoid	RACESUBTYPE:Aquatic|Shapechanger	TYPE:Humanoid						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:FFo													
Senmurv			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Fly,60	FACE:10	REACH:10	VISION:Darkvision (60')|Low-Light		PREALIGN:LG	AUTO:LANG|Common|Sylvan		BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Hide|Listen|Move Silently|Sense Motive|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8	NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6	ABILITY:Special Ability|AUTOMATIC|Rend|Smite Evil	ABILITY:Special Ability|AUTOMATIC|Scent				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Magical Beast:3	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:6,9		CR:3	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HD|Detect Good|Detect Evil	DEFINE:Maneuverability|3	DEFINE:SmiteEvil|1	DEFINE:SmiteEvilDamage|min(HD,20)									
Shadar Kai	OUTPUTNAME:Shadar-Kai		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-Light			AUTO:LANG|Common|Elven|Sylvan									BONUS:STAT|DEX|6				BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival		AUTO:ARMORPROF|ARMORTYPE=Light	AUTO:WEAPONPROF|Chain (Spiked)|Sword (Short)|Shortbow	AUTO:EQUIP|Studded Leather|Chain (Spiked)|Shortbow	AUTO:FEAT|Armor Proficiency (Light)|Exotic Weapon Proficiency(Chain (Spiked))				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sneak Attack	ABILITY:Special Ability|AUTOMATIC|Hide in Plain Sight (Su)|Shadow Curse			ABILITY:Special Ability|AUTOMATIC|Shadar Kai Low Light Vision					MONSTERCLASS:Fey:3	RACETYPE:Fey	RACESUBTYPE:Extraplanar	TYPE:Fey						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:FFo		DEFINE:SneakAttackDice|1											
Shadow Asp			STARTFEATS:1	SIZE:T	MOVE:Walk,30,Climb,10	FACE:2.5	REACH:0	VISION:Darkvision (60')|Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|10|TYPE=Racial	BONUS:SKILL|Listen,Spot|5|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial		BONUS:STAT|STR|-4	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2				MONCSKILL:Climb|Hide|Listen|Move Silently|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Poison,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Create Spawn|Poison	ABILITY:Special Ability|AUTOMATIC|Incorporeal Form			ABILITY:Special Ability|AUTOMATIC|Shadow Asp Skills					MONSTERCLASS:Magical Beast:1	RACETYPE:Magical Beast	RACESUBTYPE:Incorporeal	TYPE:Magical Beast					HITDICEADVANCEMENT:1,3		CR:1	SOURCEPAGE:FFo													
Shedu			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Fly,60	FACE:10	REACH:5	VISION:Darkvision (60')|Low-Light		PREALIGN:LG	AUTO:LANG|Celestial|Common|Draconic|Telepathy		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Balance,Listen,Knowledge (The Planes),Spot|8|TYPE=Racial				BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|12	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Diplomacy|Knowledge (Religion)|Knowledge (The Planes)|Listen|Sense Motive|Spot|Survival					AUTO:FEAT|Flyby Attack				LEGS:5	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Telepathy|Resistance To Acid|Resistance To Cold|Depart|Resistance To Electricity|Ethereal Jaunt|Resistance To Fire|Magic Circle against Evil (Sp always active)|Rational Mind|Resistance To Sonic|Uncanny Stability				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:14			MONSTERCLASS:Magical Beast:9	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:12,24		CR:10	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Clairaudience/Clairvoyance|See Invisibility|Telekinesis	DEFINE:Maneuverability|3	DEFINE:AcidResistanceBonus|5	DEFINE:ColdResistanceBonus|5	DEFINE:ElectricityResistanceBonus|5	DEFINE:FireResistanceBonus|5	DEFINE:SonicResistanceBonus|5	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Dominate Person,14+CHA					
Skulk		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5				AUTO:LANG|Common				BONUS:SKILL|Move Silently|8|TYPE=Racial|PREVARLT:var("COUNT[EQTYPE.ARMOR.IS.MEDIUM]"),1	BONUS:SKILL|Hide|15|TYPE=Racial|PREVARLT:var("COUNT[EQTYPE.ARMOR.IS.MEDIUM]"),1				BONUS:STAT|DEX|4			BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Move Silently			AUTO:WEAPONPROF|Rapier|Crossbow (Light)						LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Innate Nondetection|Peerless Camouflage|Trackless Path								MONSTERCLASS:Humanoid:2	RACETYPE:Humanoid	RACESUBTYPE:Skulk	TYPE:Humanoid						LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:FFo													
Skybleeder			STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,80	FACE:15	REACH:10				AUTO:LANG|Common|Kaorti|Sylvan		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Concentration|Hide|Listen|Move Silently|Spot|Survival									LEGS:0	HANDS:11				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*3,2d8|Tentacle,Weapon.Natural.Melee.Reach.Finesseable.Bludgeoning.Acid,*8,1d4		ABILITY:Special Ability|AUTOMATIC|Acid Rain|Constrict|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|No Discernible Anatomy|Regeneration|Unnatural Mist								MONSTERCLASS:Aberration:12	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:18,36		CR:12	SOURCEPAGE:FFo		DEFINE:Maneuverability|3	DEFINE:RegenerationRate|5										
Slaad (Mud)	OUTPUTNAME:[NAME] Slaad		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:CN									BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Cringe|Slaad Fever|Sonic Screech|Summon Slaad ~ Mud Slaad	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Feign Death								MONSTERCLASS:Outsider:6	RACETYPE:Outsider	RACESUBTYPE:Slaad|Extraplanar|Chaotic	TYPE:Outsider					HITDICEADVANCEMENT:9,18		CR:6	SOURCEPAGE:FFo		DEFINE:BreathWeaponCone|30	DEFINE:BreathWeaponDice|5	DEFINE:BreathWeaponDamageDie|6	DEFINE:FastHealing|3	DEFINE:FeignDeathDC|22							
Slasrath			STARTFEATS:1	SIZE:L	MOVE:Walk,10,Fly,50	FACE:10	REACH:10	VISION:Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|-10					MONCSKILL:Listen|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Sting,Weapon.Natural.Melee.Finesseable.Piercing.Poison,*1,2d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d10	NATURALATTACKS:Wing Slash,Weapon.Natural.Melee.Finesseable.Slashing,*1,3d6	ABILITY:Special Ability|AUTOMATIC|Poison|Wing Slash					ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Aberration:8	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	TYPE:Aberration					HITDICEADVANCEMENT:16,24		CR:7	SOURCEPAGE:FFo		DEFINE:Maneuverability|5											
Spectral Lurker			STARTFEATS:1	SIZE:H	MOVE:Walk,50,Fly,40	FACE:15	REACH:10	VISION:Blindsight (60')|Darkvision (60')			AUTO:LANG|Undercommon									BONUS:STAT|DEX|16	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Hide|Listen|Spot									LEGS:0	HANDS:2				NATURALATTACKS:Tentacle,Weapon.Natural.Melee.Reach.Finesseable.Bludgeoning,*2,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Constrict|Dexterity Drain ~ Spectral Lurker|Ghost Touch Attacks|Improved Grab|Incorporealize	ABILITY:Special Ability|AUTOMATIC|All-Around Vision|Immunity To Cold|Immunity To Electricity|Immunity To Sonic			ABILITY:Special Ability|AUTOMATIC|Spectral Lurker Skills	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:28	DR:15/Magic		MONSTERCLASS:Aberration:18	RACETYPE:Aberration	RACESUBTYPE:Incorporeal	TYPE:Aberration					HITDICEADVANCEMENT:22,48		CR:17	SOURCEPAGE:FFo		DEFINE:Maneuverability|5											
