SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Tarterian Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Tarterian Dragon:17	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:19		CR:10	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Tarterian Dragon:20	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:22		CR:13	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Tarterian Dragon:23	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:25		CR:14	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Tarterian Dragon:26	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:28		CR:17	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Tarterian Dragon:29	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:31		CR:19	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Tarterian Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|30		BONUS:STAT|CON|16	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Tarterian Dragon:32	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:34		CR:20	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Tarterian Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|32		BONUS:STAT|CON|18	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Tarterian Dragon:35	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:37		CR:21	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Tarterian Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|34		BONUS:STAT|CON|20	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Tarterian Dragon:38	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:40		CR:22	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Tarterian Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|36		BONUS:STAT|CON|22	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Tarterian Dragon:41	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:23	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Shadow Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:T	MOVE:Walk,80,Fly,150	FACE:2.5	REACH:0			PREALIGN:CE	LANGAUTO:Draconic										BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d3											MONSTERCLASS:Shadow Dragon:4	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:6	LEVELADJUSTMENT:3	CR:3	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|3
Dragon (Shadow Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,80,Fly,150	FACE:5	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Shadow Dragon:7	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:9	LEVELADJUSTMENT:3	CR:4	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|3
Dragon (Shadow Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,80,Fly,150	FACE:5	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Shadow Dragon:10	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:12	LEVELADJUSTMENT:3	CR:6	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|3
Dragon (Shadow Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,80,Fly,150	FACE:5	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Shadow Dragon:13	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:15	LEVELADJUSTMENT:4	CR:8	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,80,Fly,150	FACE:5	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Shadow Dragon:16	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:18		CR:11	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,80,Fly,150	FACE:10	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Shadow Dragon:19	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:21		CR:13	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,80,Fly,150	FACE:10	REACH:5			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Shadow Dragon:22	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:24		CR:16	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,80,Fly,150	FACE:15	REACH:10			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Shadow Dragon:25	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:27		CR:18	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,80,Fly,150	FACE:15	REACH:10			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Shadow Dragon:28	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:30		CR:19	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,80,Fly,150	FACE:15	REACH:10			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|18	BONUS:STAT|WIS|18	BONUS:STAT|CHA|18						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Shadow Dragon:31	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:33		CR:21	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Shadow Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,80,Fly,150	FACE:20	REACH:15			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|14	BONUS:STAT|INT|20	BONUS:STAT|WIS|20	BONUS:STAT|CHA|20						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Shadow Dragon:34	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:36		CR:22	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Shadow Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,80,Fly,150	FACE:20	REACH:15			PREALIGN:CE	LANGAUTO:Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|16	BONUS:STAT|INT|22	BONUS:STAT|WIS|22	BONUS:STAT|CHA|22						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Shadow Dragon:37	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:24	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
