SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|					Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Shifter			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			LANGAUTO:Common	LANGBONUS:Elven,Gnome,Halfling,Sylvan			BONUS:SKILL|Balance,Climb,Jump|2|TYPE=Racial					BONUS:STAT|DEX|2		BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2												LEGS:2	HANDS:2																RACETYPE:Humanoid	RACESUBTYPE:Shapechanger	TYPE:Humanoid	TEMPLATE:Humanoid	TEMPLATE:Shapechanger					CR:1/2	SOURCEPAGE:MM3		BONUS:ABILITYPOOL|Shifter Trait|1							
Swarm (Shimmerling)	OUTPUTNAME:[NAME] Swarm		STARTFEATS:1	SIZE:F	MOVE:Walk,5,Fly,50	FACE:10	REACH:0	VISION:Low-light		PREALIGN:CN	LANGAUTO:Sylvan								BONUS:STAT|STR|-10	BONUS:STAT|DEX|12		BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Diplomacy|Hide|Listen|Move Silently|Sense Motive|Spot									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,3d6		ABILITY:Special Ability|AUTOMATIC|Dazzling Illumination|Distraction	ABILITY:Special Ability|AUTOMATIC|Hive Mind				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Fey:11	RACETYPE:Fey	RACESUBTYPE:Swarm	TYPE:Fey	TEMPLATE:Fey	TEMPLATE:Swarm					CR:8	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|5							
Swarm (Shredstorm)	OUTPUTNAME:[NAME] Swarm		STARTFEATS:1	SIZE:F	MOVE:Fly,90	FACE:10	REACH:0	VISION:Darkvision (60')|Low-light		PREALIGN:TN									BONUS:STAT|STR|-4	BONUS:STAT|DEX|12																LEGS:0	HANDS:0	BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Electricity,*1,3d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Lightning Bolt (Su)|Penetration ~ Adamantine	ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Construct:14	RACETYPE:Construct	RACESUBTYPE:Swarm	TYPE:Construct	TEMPLATE:Construct|Mindless	TEMPLATE:Swarm					CR:8	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|5							
Shrieking Terror (Five Headed)	OUTPUTNAME:Five-Headed Shrieking Terror		STARTFEATS:1	SIZE:M	MOVE:Fly,40	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:NE	LANGAUTO:Infernal		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Spot|2|TYPE=Racial				BONUS:STAT|STR|2	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Spot					AUTO:FEAT|Combat Reflexes				LEGS:0	HANDS:4				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*5,1d6		ABILITY:Special Ability|AUTOMATIC|Kiss|Poison|Pounce|Shriek	ABILITY:Special Ability|AUTOMATIC|Fast Healing				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Aberration:15	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:19,30		CR:10	SOURCEPAGE:MM3		DEFINE:ShriekingTerrorHeadCount|5	BONUS:VAR|FastHealing|5	BONUS:VAR|Maneuverability|4					
Shrieking Terror (Ten Headed)	OUTPUTNAME:Ten-Headed Shrieking Terror		STARTFEATS:1	SIZE:L	MOVE:Fly,40	FACE:10	REACH:5	VISION:Darkvision (60')		PREALIGN:NE	LANGAUTO:Infernal		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Spot|2|TYPE=Racial				BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Spot					AUTO:FEAT|Combat Reflexes				LEGS:0	HANDS:4				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*10,2d6		ABILITY:Special Ability|AUTOMATIC|Kiss|Poison|Pounce|Shriek	ABILITY:Special Ability|AUTOMATIC|Fast Healing				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Aberration:20	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:30		CR:13	SOURCEPAGE:MM3		DEFINE:ShriekingTerrorHeadCount|10	BONUS:VAR|FastHealing|10	BONUS:VAR|Maneuverability|4					
Siege Crab				SIZE:G	MOVE:Walk,60,Swim,60	FACE:20	REACH:15	VISION:Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|23|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|-4	BONUS:STAT|CON|10			BONUS:STAT|CHA|-8			MONCSKILL:Swim					AUTO:FEAT|Cleave|Great Cleave|Power Attack				LEGS:4	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d6		ABILITY:Special Ability|AUTOMATIC|Constrict|Improved Grab|Trample	ABILITY:Special Ability|AUTOMATIC|Amphibious|Force Carapace|Shielded Compartment			ABILITY:Special Ability|AUTOMATIC|Siege Crab Skills			DR:15/Adamantine		MONSTERCLASS:Vermin:20	RACETYPE:Vermin	RACESUBTYPE:Aquatic	TYPE:Vermin	TEMPLATE:Vermin|Mindless	TEMPLATE:Aquatic			HITDICEADVANCEMENT:31,60		CR:14	SOURCEPAGE:MM3									
Siege Crab (Greater)	OUTPUTNAME:Siege Crab, [NAME]			SIZE:C	MOVE:Walk,60,Swim,60	FACE:30	REACH:20	VISION:Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|28|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|28	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18			BONUS:STAT|CHA|-8			MONCSKILL:Swim					AUTO:FEAT|Cleave|Great Cleave|Power Attack				LEGS:4	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d10		ABILITY:Special Ability|AUTOMATIC|Constrict|Improved Grab|Trample	ABILITY:Special Ability|AUTOMATIC|Amphibious|Force Carapace|Shielded Compartment			ABILITY:Special Ability|AUTOMATIC|Siege Crab Skills			DR:15/Adamantine		MONSTERCLASS:Vermin:32	RACETYPE:Vermin	RACESUBTYPE:Aquatic	TYPE:Vermin	TEMPLATE:Vermin|Mindless	TEMPLATE:Aquatic			HITDICEADVANCEMENT:60		CR:18	SOURCEPAGE:MM3									
Skindancer			STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (90')|Low-light			LANGAUTO:Common		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|18	BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6		ABILITY:Special Ability|AUTOMATIC|Trip	ABILITY:Special Ability|AUTOMATIC|Adaptive Energy Resistance|Adaptive Damage Reduction|Reactive Skin								MONSTERCLASS:Monstrous Humanoid:15	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid				HITDICEADVANCEMENT:27		CR:11	SOURCEPAGE:MM3									
Slaughterstone (Behemot)	OUTPUTNAME:[NAME] Slaughterstone			SIZE:H	MOVE:Walk,20	FACE:15	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|28|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|26					BONUS:STAT|CHA|-10												LEGS:4	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,4d6		ABILITY:Special Ability|AUTOMATIC|Dazing Blow|Thunder Step|Trample	ABILITY:Special Ability|AUTOMATIC|Tunnel Fighting|Resistance To Acid|Resistance To Cold|Resistance To Electricity|Resistance To Fire					SR:23	DR:10/Adamantine		MONSTERCLASS:Construct (Mindless):29	RACETYPE:Construct	RACESUBTYPE:Earth	TYPE:Construct	TEMPLATE:Construct|Mindless				HITDICEADVANCEMENT:45		CR:15	SOURCEPAGE:MM3		BONUS:VAR|AcidResistanceBonus|10	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10				
Slaughterstone (Eviscerator)	OUTPUTNAME:[NAME] Slaughterstone			SIZE:L	MOVE:Walk,30	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|19					BONUS:STAT|CHA|-10						AUTO:WEAPONPROF|Adamantine Blade	AUTO:EQUIP|Slaugtherstone's Adamantine Blade|Slaugtherstone's Adamantine Blade|Slaugtherstone's Adamantine Blade|Slaugtherstone's Adamantine Blade	AUTO:FEAT|Whirlwind Attack				LEGS:6	HANDS:4						ABILITY:Special Ability|AUTOMATIC|Augmented Critical|Enhanced Mobility	ABILITY:Special Ability|AUTOMATIC|Tunnel Fighting|Resistance To Acid|Resistance To Cold|Resistance To Electricity|Resistance To Fire					SR:23	DR:10/Adamantine		MONSTERCLASS:Construct (Mindless):15	RACETYPE:Construct	RACESUBTYPE:Earth	TYPE:Construct	TEMPLATE:Construct|Mindless				HITDICEADVANCEMENT:30,45		CR:12	SOURCEPAGE:MM3		BONUS:VAR|AcidResistanceBonus|10	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10				
Ooze (Snowflake Ooze)	OUTPUTNAME:[NAME]			SIZE:M	MOVE:Walk,15,Climb,5	FACE:5	REACH:5	VISION:Blindsight (60')		PREALIGN:TN					BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|10	BONUS:STAT|DEX|-10	BONUS:STAT|CON|10		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10			MONCSKILL:Climb|Hide									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning.Cold,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Cold Aura ~ Snowflake Ooze|Constrict|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Airy|Split			ABILITY:Special Ability|AUTOMATIC|Snowflake Ooze Skills					MONSTERCLASS:Ooze:6	RACETYPE:Ooze	RACESUBTYPE:Cold	TYPE:Ooze	TEMPLATE:Ooze|Mindless				HITDICEADVANCEMENT:9,18		CR:5	SOURCEPAGE:MM3									
Splinterwaif			STARTFEATS:1	SIZE:M	MOVE:Walk,50,Climb,50	FACE:5	REACH:5	VISION:Low-light		PREALIGN:NE	LANGAUTO:Sylvan		BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|10|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|DEX|10	BONUS:STAT|CON|2	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Balance|Bluff|Climb|Diplomacy|Disguise|Hide|Intimidate|Jump|Knowledge (Local)|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Tumble			AUTO:WEAPONPROF|Splinterspit	AUTO:EQUIP|Splinterspit	AUTO:FEAT|Improved Initiative|Weapon Finesse				LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Call Brambles|Sneak Attack|Splinterspit|Transformation	ABILITY:Special Ability|AUTOMATIC|Camouflage|Superior Woodland Stride			ABILITY:Special Ability|AUTOMATIC|Splinterwaif Skills		SR:7	DR:5/Silver		MONSTERCLASS:Fey:2	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Fey				HITDICEADVANCEMENT:6		CR:2	SOURCEPAGE:MM3		BONUS:VAR|SneakAttack|(HD+2)/2							
Ssvaklor			STARTFEATS:1	SIZE:M	MOVE:Walk,40,Swim,40	FACE:5	REACH:5	VISION:Blindsense (60')|Darkvision (60')|Low-light		PREALIGN:CE	LANGAUTO:Common,Draconic,Yuan-Ti		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|2			MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Poisonous Gas (Su)|Poison	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity To Poison|Immunity To Paralysis|Scent			ABILITY:Special Ability|AUTOMATIC|Ssvaklor Skills		SR:18	DR:10/Magic		MONSTERCLASS:Dragon:15	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:20,30,45		CR:10	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Animal Trance,12+CHA|Darkness,12+CHA|Entangle,11+CHA	BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|1	DEFINE:BreathWeaponDamageDie|4					
Ssvaklor (Greater)	OUTPUTNAME:SSvaklor, Greater		STARTFEATS:1	SIZE:L	MOVE:Walk,50,Swim,50	FACE:10	REACH:10	VISION:Blindsense (60')|Darkvision (60')|Low-light		PREALIGN:CE	LANGAUTO:Common,Draconic,Yuan-Ti		BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|2			MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Poisonous Gas (Su)|Poison|Spit	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity To Poison|Immunity To Paralysis|Scent			ABILITY:Special Ability|AUTOMATIC|Ssvaklor Skills		SR:28	DR:15/Magic		MONSTERCLASS:Dragon:30	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:34,40		CR:20	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Animal Shapes|Animal Trance,12+CHA|Cause Fear,11+CHA|Darkness,12+CHA|Entangle,11+CHA	BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|1	DEFINE:BreathWeaponDamageDie|6					
Ssvaklor (Psionic)	OUTPUTNAME:SSvaklor, Psionic		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Swim,40	FACE:5	REACH:5	VISION:Blindsense (60')|Darkvision (60')|Low-light		PREALIGN:CE	LANGAUTO:Common,Draconic,Yuan-Ti		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|2			MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Poisonous Gas (Su)|Poison	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity To Poison|Immunity To Paralysis|Scent			ABILITY:Special Ability|AUTOMATIC|Ssvaklor Skills		SR:18	DR:10/Magic		MONSTERCLASS:Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Psionic	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Psionic			HITDICEADVANCEMENT:20,30,45		CR:10	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=1|CASTERLEVEL=7|Aversion,15+CHA|Control Light|Entangling Ectoplasm|Id Insinuation,15+CHA|Freedom of Movement (Psionic)	BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|1	DEFINE:BreathWeaponDamageDie|4					
Ssvaklor (Greater/Psionic)	OUTPUTNAME:SSvaklor, Greater Psionic		STARTFEATS:1	SIZE:L	MOVE:Walk,50,Swim,50	FACE:10	REACH:10	VISION:Blindsense (60')|Darkvision (60')|Low-light		PREALIGN:CE	LANGAUTO:Common,Draconic,Yuan-Ti		BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|2			MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Poisonous Gas (Su)|Poison|Spit	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity To Poison|Immunity To Paralysis|Scent			ABILITY:Special Ability|AUTOMATIC|Ssvaklor Skills		SR:28	DR:15/Magic		MONSTERCLASS:Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Psionic	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Psionic			HITDICEADVANCEMENT:34,40		CR:20	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Aversion,15+CHA|Control Light|Entangling Ectoplasm|Id Insinuation,15+CHA|Metamorphosis|Freedom of Movement (Psionic)	BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|1	DEFINE:BreathWeaponDamageDie|6					
Stonesinger			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Burrow,20,Climb,20	FACE:10	REACH:10	VISION:Darkvision (120')			LANGAUTO:Stonesong		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|10		BONUS:STAT|CON|8	BONUS:STAT|INT|6		BONUS:STAT|CHA|8			MONCSKILL:Climb|Listen|Perform (Sing)|Spot|Survival									LEGS:6	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*6,1d6		ABILITY:Special Ability|AUTOMATIC|Poison|Shattering Shriek				ABILITY:Special Ability|AUTOMATIC|Stonesinger Skills			DR:5/Magic		MONSTERCLASS:Aberration:9	RACETYPE:Aberration	RACESUBTYPE:Earth	TYPE:Aberration	TEMPLATE:Aberration		TEMPLATE:Earth		HITDICEADVANCEMENT:14,18		CR:7	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Meld into Stone|Stone Shape	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Wall of Stone							
Ooze (Summoning Ooze)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,20,Climb,10	FACE:5	REACH:5	VISION:Blindsight (60')					BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide,Listen,Move Silently|4|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial			BONUS:STAT|STR|4		BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Climb|Concentration|Hide|Listen|Move Silently					AUTO:FEAT|Augment Summoning				LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning.Acid,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Acid|Summon Monster ~ Summoning Ooze	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Immunity To Acid|Immunity To Fire			ABILITY:Special Ability|AUTOMATIC|Summoning Ooze Skills					MONSTERCLASS:Summoning Ooze:5	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Ooze				HITDICEADVANCEMENT:8,15		CR:4	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|5							
Susurrus			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,20	FACE:10	REACH:10	VISION:Blindsight (60')|Darkvision (60')			LANGAUTO:Susurrus		BONUS:COMBAT|AC|9|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|6			MONCSKILL:Climb|Listen|Perform (Sing)									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Dronesong|Ghost Touch|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Barbed Defense|Detect Undead			ABILITY:Special Ability|AUTOMATIC|Susurrus Skills					MONSTERCLASS:Aberration:8	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:16,24		CR:7	SOURCEPAGE:MM3									
Swarm (Swamp Strider)	OUTPUTNAME:[NAME] Swarm			SIZE:D	MOVE:Walk,50	FACE:10	REACH:0	VISION:Darkvision (60')|Wavesense (30')		PREALIGN:TN					BONUS:SKILL|Spot|4|TYPE=Racial				BONUS:STAT|STR|-10	BONUS:STAT|DEX|10				BONUS:STAT|CHA|-2			MONCSKILL:Hide|Spot					AUTO:FEAT|Improved Initiative				LEGS:0	HANDS:0	BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Wounding	ABILITY:Special Ability|AUTOMATIC|Water Walk (Ex)			ABILITY:Special Ability|AUTOMATIC|Swamp Strider Skills					MONSTERCLASS:Vermin:9	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Vermin	TEMPLATE:Swarm					CR:5	SOURCEPAGE:MM3									
Thorn			STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5	VISION:Low-light			LANGAUTO:Common,Sylvan		BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|2			MONCSKILL:Diplomacy|Hide|Listen|Move Silently|Search|Sense Motive|Spot|Survival		AUTO:ARMORPROF|ARMORTYPE=Light	AUTO:WEAPONPROF|Longsword|Longbow	AUTO:EQUIP|Thorn Longsword|Longbow|Thorn's Leaf Armor					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sleep Arrows (Ex)|Sneak Attack							DR:5/Cold Iron		MONSTERCLASS:Fey:6	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Fey					LEVELADJUSTMENT:2	CR:4	SOURCEPAGE:MM3		BONUS:VAR|SleepArrowsDC|2|TYPE=Racial	BONUS:VAR|SneakAttack|2						
Trilloch			STARTFEATS:1	SIZE:S	MOVE:Fly,40	FACE:5	REACH:5	VISION:Blindsight (60')|Darkvision (60')		PREALIGN:CN		LANGBONUS:ALL								BONUS:STAT|DEX|8	BONUS:STAT|CON|6		BONUS:STAT|WIS|8	BONUS:STAT|CHA|8			MONCSKILL:Concentration|Hide|Intimidate|Listen|Move Silently|Search|Spot|Survival									LEGS:0	HANDS:0						ABILITY:Special Ability|AUTOMATIC|Control Rage (Sp)|Death Knell (Sp/At will)	ABILITY:Special Ability|AUTOMATIC|Immunity To Magic|Natural Invisibility						DR:15/Lawful		MONSTERCLASS:Outsider:8	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Incorporeal	TYPE:Outsider	TEMPLATE:Outsider	TEMPLATE:Extraplanar|Incorporeal	TEMPLATE:Chaotic		HITDICEADVANCEMENT:24		CR:8	SOURCEPAGE:MM3		BONUS:VAR|DeathKnellLVL|HD							
Troll (Cave)	OUTPUTNAME:Troll, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (90')|Low-light			LANGAUTO:Giant		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|16	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Jump|Listen|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Dazing Blow|Improved Grab|Pounce|Rake|Rend	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Scent			ABILITY:Special Ability|AUTOMATIC|Cave Troll Skills					MONSTERCLASS:Giant:9	RACETYPE:Giant	RACESUBTYPE:Troll	TYPE:Giant	TEMPLATE:Giant				HITDICEADVANCEMENT:14,27	LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|8							
